Timestamp,Email,Gender,Marital Status,Department,GPA of last semester,CGPA,Class attendance,Self-study per week,Homework on time,Study materials access,Study environment,Library Usage,Interaction with teachers,Peers support,Stress,Current living situation,Financial aid,Employment,Own expenses,Contribution on family,Financial difficulties,Relationship with parents,Parents support,Internet access,Online resource usage,Technology comfort,Motivation,Extracurricular activities,Sleeping hours,Caffeine consumtion,Social media usage,Health condition,Engagement in hobbies,Primary academic goal,Career goal,Challenges in studies,External factors
21/12/2024 18:04:57,,Female,Unmarried,ETE,3.51-3.75 (Better),3.51-3.75 (Better),Regularly (More than 75%),5–10 hours,Always,"Yes, but with difficulty",Partially conducive (sometimes noisy),Never,Occasionally,Somewhat supportive,Always,Living alone,No,"No, I am not working","No, my family supports me",No,Never,Good (regular communication),Only financial support,"Yes, reliable access",Frequently,Very comfortable,Mostly motivated,Rarely,5–6 hours,Daily,2–4 hours,No,Occasionally (once a month),"Pursuing further education (e.g. master's, Ph.D.)","Yes, but it's unclear",,
21/12/2024 18:36:20,,Female,Married,Botany ,Below 3 (Below Average),Below 3 (Below Average),Rarely (Less than 50%),5–10 hours,Most of the time,"Yes, always","Fully conducive (quiet, with necessary resources)",Frequently (multiple times a week),Frequently,Somewhat supportive,Often,Living with parents/guardians,No,"No, I am not working","No, my family supports me",No,Rarely,Good (regular communication),Both financial and mental support,"Yes, but it is unreliable",Sometimes,Somewhat comfortable,Sometimes motivated,Rarely,7–8 hours,Occasionally (1–2 times a week),More than 4 hours,"Yes, a physical condition",Regularly (once a week),Improving my GPA,"Yes, I have a specific goal",Low CGPA,No
21/12/2024 18:38:46,,Male,Unmarried,EEE,3.76- higher (Best),3.26-3.5 (Good),Regularly (More than 75%),More than 15 hours,Most of the time,"Yes, always",Partially conducive (sometimes noisy),Occasionally (once a month),Occasionally,Somewhat supportive,Sometimes,Living with roommates,No,"Yes, part-time","Yes, partially","Yes, occasionally",Rarely,"Fair (some communication, but distant)",Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Highly motivated,Often,5–6 hours,Never,2–4 hours,No,Frequently (more than once a week),Improving my GPA,"Yes, I have a specific goal",Consistency ,No
21/12/2024 18:56:15,,Male,Unmarried,Disaster Science and Climate Resilience ,3-3.25 (Average),3-3.25 (Average),Regularly (More than 75%),Less than 5 hours,Always,"Yes, always",Partially conducive (sometimes noisy),Occasionally (once a month),Occasionally,Very supportive,Sometimes,Living in university accommodation (dorms),No,"Yes, part-time","Yes, partially",No,Never,Good (regular communication),Both financial and mental support,"Yes, reliable access",Sometimes,Somewhat comfortable,Sometimes motivated,Sometimes,7–8 hours,Occasionally (1–2 times a week),2–4 hours,"Yes, a mental health condition",Occasionally (once a month),Passing the course,"Yes, but it's unclear",,
21/12/2024 19:10:29,,Female,Unmarried,BBA(marketing),3-3.25 (Average),3.26-3.5 (Good),Rarely (Less than 50%),Less than 5 hours,Sometimes,"Yes, but with difficulty",Partially conducive (sometimes noisy),Never,Never,Somewhat supportive,Sometimes,Living with roommates,No,"Yes, part-time","No, my family supports me",No,Never,Good (regular communication),Both financial and mental support,"Yes, reliable access",Sometimes,Somewhat comfortable,Mostly motivated,Never,7–8 hours,Daily,More than 4 hours,No,Never,Passing the course,"Yes, but it's unclear",,
21/12/2024 19:42:31,,Male,Unmarried,ME,3.76- higher (Best),3.51-3.75 (Better),Regularly (More than 75%),Less than 5 hours,Always,"Yes, always",Partially conducive (sometimes noisy),Never,Rarely,Somewhat supportive,Sometimes,Living in university accommodation (dorms),No,"No, I am not working","No, my family supports me",No,Never,"Fair (some communication, but distant)",Both financial and mental support,"Yes, reliable access",Frequently,Somewhat comfortable,Mostly motivated,Sometimes,5–6 hours,Regularly (3–5 times a week),More than 4 hours,No,Occasionally (once a month),Improving my GPA,No,,Health matters 
21/12/2024 20:33:30,,Male,Unmarried,Thm,3.51-3.75 (Better),3.51-3.75 (Better),Regularly (More than 75%),More than 15 hours,Most of the time,"Yes, always",Partially conducive (sometimes noisy),Occasionally (once a month),Frequently,Very supportive,Sometimes,Living with parents/guardians,No,"Yes, part-time","Yes, fully","Yes, regularly",Occasionally,Excellent (close and supportive relationship),Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Highly motivated,Sometimes,7–8 hours,Daily,1–2 hours,No,Occasionally (once a month),"Pursuing further education (e.g. master's, Ph.D.)","Yes, I have a specific goal",,
22/12/2024 03:28:33,,Female,Unmarried,CSE,3.51-3.75 (Better),3.51-3.75 (Better),Regularly (More than 75%),More than 15 hours,Always,"Yes, always",Partially conducive (sometimes noisy),Occasionally (once a month),Occasionally,Very supportive,Sometimes,Living in university accommodation (dorms),"Yes, partial scholarship/financial aid","No, I am not working","No, my family supports me",No,Rarely,Excellent (close and supportive relationship),Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Mostly motivated,Sometimes,7–8 hours,Never,1–2 hours,No,Regularly (once a week),"Pursuing further education (e.g. master's, Ph.D.)","Yes, I have a specific goal",,
22/12/2024 04:37:08,,Male,Unmarried,Industrial Engineering and Management ,3.26-3.5 (Good),3.26-3.5 (Good),Regularly (More than 75%),5–10 hours,Most of the time,"Yes, but with difficulty",Partially conducive (sometimes noisy),Never,Rarely,Very supportive,Sometimes,Living in university accommodation (dorms),No,"Yes, part-time","Yes, partially","Yes, occasionally",Rarely,Good (regular communication),Both financial and mental support,"Yes, but it is unreliable",Sometimes,Somewhat comfortable,Sometimes motivated,Never,7–8 hours,Never,2–4 hours,"Yes, both physical and mental health conditions",Occasionally (once a month),Passing the course,"Yes, I have a specific goal",In a complicated relationship and it’s break up ,"Yes,my elder sister is unhappy with her family, sometimes she is in great depression, my father's financial condition is not so stable & I was in a complicated relationship and I think these are the external factors that affect my academic performance. "
22/12/2024 14:26:27,,Male,Unmarried,CSE,3.26-3.5 (Good),3.51-3.75 (Better),Regularly (More than 75%),10–15 hours,Always,"Yes, always",Partially conducive (sometimes noisy),Regularly (weekly),Rarely,Very supportive,Often,Living in university accommodation (dorms),No,"Yes, part-time","Yes, partially",No,Rarely,Good (regular communication),Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Sometimes motivated,Often,7–8 hours,Regularly (3–5 times a week),2–4 hours,"Yes, both physical and mental health conditions",Never,Achieving the highest grade,"Yes, but it's unclear",,
22/12/2024 14:30:56,,Female,Married,ETE,3.76- higher (Best),3.51-3.75 (Better),Regularly (More than 75%),More than 15 hours,Always,"Yes, always",Partially conducive (sometimes noisy),Occasionally (once a month),Rarely,Very supportive,Sometimes,Living with roommates,"Yes, partial scholarship/financial aid","No, I am not working","No, my family supports me",No,Rarely,Excellent (close and supportive relationship),Both financial and mental support,"Yes, reliable access",Sometimes,Very comfortable,Mostly motivated,Never,Less than 5 hours,Daily,1–2 hours,No,Occasionally (once a month),"Pursuing further education (e.g. master's, Ph.D.)","Yes, but it's unclear",,
22/12/2024 14:33:07,,Female,Unmarried,CE,3.51-3.75 (Better),3.26-3.5 (Good),Regularly (More than 75%),Less than 5 hours,Always,"Yes, always",Partially conducive (sometimes noisy),Never,Never,Somewhat supportive,Sometimes,Living in university accommodation (dorms),"Yes, partial scholarship/financial aid","No, I am not working","No, my family supports me",No,Occasionally,"Fair (some communication, but distant)",Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Sometimes motivated,Never,7–8 hours,Never,2–4 hours,No,Never,Achieving the highest grade,"Yes, I have a specific goal",,
22/12/2024 14:44:17,,Female,Unmarried,CE,3-3.25 (Average),3-3.25 (Average),Regularly (More than 75%),Less than 5 hours,Always,"Yes, always","Fully conducive (quiet, with necessary resources)",Occasionally (once a month),Occasionally,Very supportive,Sometimes,Living alone,"Yes, partial scholarship/financial aid","Yes, part-time","Yes, partially",No,Rarely,Good (regular communication),Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Highly motivated,Often,7–8 hours,Never,Less than 1 hour,No,Never,Improving my GPA,"Yes, I have a specific goal",,
22/12/2024 15:54:06,,Female,Unmarried,EEE,3.51-3.75 (Better),3-3.25 (Average),Regularly (More than 75%),More than 15 hours,Most of the time,"Yes, always",Partially conducive (sometimes noisy),Never,Frequently,Very supportive,Always,Living with parents/guardians,No,"Yes, part-time","Yes, partially","Yes, occasionally",Occasionally,"Fair (some communication, but distant)",Only financial support,"Yes, reliable access",Frequently,Very comfortable,Sometimes motivated,Sometimes,5–6 hours,Occasionally (1–2 times a week),Less than 1 hour,"Yes, both physical and mental health conditions",Occasionally (once a month),Improving my GPA,"Yes, I have a specific goal",,
22/12/2024 17:37:45,,Female,Unmarried,Botany ,3.51-3.75 (Better),3.51-3.75 (Better),Regularly (More than 75%),Less than 5 hours,Never,No,Partially conducive (sometimes noisy),Occasionally (once a month),Rarely,Somewhat supportive,Often,Living with parents/guardians,No,"Yes, part-time","Yes, partially","Yes, occasionally",Rarely,Good (regular communication),Only mental support,"Yes, but it is unreliable",Rarely,Somewhat comfortable,Not motivated,Rarely,7–8 hours,Never,More than 4 hours,No,Occasionally (once a month),"Pursuing further education (e.g. master's, Ph.D.)","Yes, but it's unclear",Memorizing line by line ,No
23/12/2024 16:42:56,,Female,Unmarried,civil engineering ,3.26-3.5 (Good),3.26-3.5 (Good),Regularly (More than 75%),10–15 hours,Always,"Yes, but with difficulty",Partially conducive (sometimes noisy),Occasionally (once a month),Occasionally,Very supportive,Sometimes,Living with parents/guardians,"Yes, partial scholarship/financial aid","Yes, part-time","No, my family supports me",No,Occasionally,Excellent (close and supportive relationship),Both financial and mental support,"Yes, reliable access",Frequently,Somewhat comfortable,Mostly motivated,Never,7–8 hours,Regularly (3–5 times a week),2–4 hours,"Yes, both physical and mental health conditions",Occasionally (once a month),Improving my GPA,"Yes, I have a specific goal",Laziness ,
23/12/2024 17:02:05,,Female,Unmarried,Chemistry ,3-3.25 (Average),3-3.25 (Average),Rarely (Less than 50%),Less than 5 hours,Sometimes,"Yes, always",Partially conducive (sometimes noisy),Never,Occasionally,Very supportive,Often,Living with roommates,No,"Yes, part-time","Yes, partially",No,Rarely,Excellent (close and supportive relationship),Both financial and mental support,"Yes, but it is unreliable",Sometimes,Somewhat comfortable,Sometimes motivated,Never,5–6 hours,Daily,2–4 hours,No,Frequently (more than once a week),Improving my GPA,"Yes, but it's unclear",I don't understand some chapters ,No.
23/12/2024 17:18:26,,Female,Unmarried,Energy Science and Engineering ,3-3.25 (Average),Below 3 (Below Average),Regularly (More than 75%),Less than 5 hours,Always,"Yes, always",Partially conducive (sometimes noisy),Occasionally (once a month),Rarely,Somewhat supportive,Often,Living in university accommodation (dorms),No,"Yes, but occasionally (temporary jobs)","No, my family supports me","Yes, occasionally",Never,"Fair (some communication, but distant)",Both financial and mental support,"Yes, but it is unreliable",Frequently,Somewhat comfortable,Mostly motivated,Often,7–8 hours,Daily,More than 4 hours,"Yes, both physical and mental health conditions",Occasionally (once a month),Improving my GPA,"Yes, but it's unclear",,
23/12/2024 19:33:02,,Female,Unmarried,URP,3.26-3.5 (Good),3.26-3.5 (Good),Regularly (More than 75%),Less than 5 hours,Always,"Yes, always",Partially conducive (sometimes noisy),Never,Occasionally,Somewhat supportive,Always,Living with parents/guardians,No,"Yes, part-time","Yes, fully","Yes, regularly",Never,Excellent (close and supportive relationship),Both financial and mental support,"Yes, reliable access",Sometimes,Somewhat comfortable,Mostly motivated,Never,5–6 hours,Never,More than 4 hours,No,Occasionally (once a month),Passing the course,"Yes, I have a specific goal",,
23/12/2024 21:41:30,,Female,Unmarried,English ,3.76- higher (Best),3.51-3.75 (Better),Regularly (More than 75%),5–10 hours,Sometimes,"Yes, but with difficulty",Partially conducive (sometimes noisy),Occasionally (once a month),Frequently,Not supportive,Sometimes,Living with roommates,No,"No, I am not working","No, my family supports me",No,Rarely,Good (regular communication),Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Mostly motivated,Sometimes,7–8 hours,Occasionally (1–2 times a week),More than 4 hours,No,Occasionally (once a month),"Pursuing further education (e.g. master's, Ph.D.)","Yes, but it's unclear",Time management and Difficult course ,No 
24/12/2024 07:49:35,,Female,Unmarried,cse,3.76- higher (Best),3.76- higher (Best),Regularly (More than 75%),5–10 hours,Always,"Yes, always","Fully conducive (quiet, with necessary resources)",Occasionally (once a month),Occasionally,Very supportive,Never,Living with parents/guardians,No,"No, I am not working","No, my family supports me",No,Never,Excellent (close and supportive relationship),Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Highly motivated,Never,7–8 hours,Regularly (3–5 times a week),1–2 hours,No,Occasionally (once a month),"Pursuing further education (e.g. master's, Ph.D.)","Yes, but it's unclear",,
